title,url,date,company,stock_name,stock_code,pdf_link,success,path,error
당분간 불확실성 지속,https://finance.naver.comcompany_read.naver?nid=82655&page=4,25.05.02,신한투자증권,LG화학,051910,,False,,PDF 링크 없음
잠시 숨 고르기,https://finance.naver.comcompany_read.naver?nid=82654&page=4,25.05.02,신한투자증권,LG에너지솔루션,373220,,False,,PDF 링크 없음
2분기 반등과 볼트온 전략 가동,https://finance.naver.comcompany_read.naver?nid=82653&page=4,25.05.02,SK증권,ISC,095340,https://stock.pstatic.net/stock-research/company/64/20250502_company_321662000.pdf,True,./test/pdf_reports/SK증권_ISC_250502_2분기 반등과 볼트온 전략 가동.pdf,
1Q25 Review: 높아진 이익 증익의 가시성,https://finance.naver.comcompany_read.naver?nid=82652&page=4,25.05.02,iM증권,현대글로비스,086280,https://stock.pstatic.net/stock-research/company/61/20250502_company_970231000.pdf,True,./test/pdf_reports/iM증권_현대글로비스_250502_1Q25 Review 높아진 이익 증익의 가시성.pdf,
"1Q25 Re 실적 모범생, 더 큰 성장을 위한 과..",https://finance.naver.comcompany_read.naver?nid=82651&page=4,25.05.02,신한투자증권,한화에어로스페이스,012450,,False,,PDF 링크 없음
1Q25 Review: Slow Starter,https://finance.naver.comcompany_read.naver?nid=82650&page=4,25.05.02,신한투자증권,한국항공우주,047810,,False,,PDF 링크 없음
1Q25 Review: 뇌수술용 로봇 미국행,https://finance.naver.comcompany_read.naver?nid=82649&page=4,25.05.02,유진투자증권,고영,098460,https://stock.pstatic.net/stock-research/company/63/20250502_company_474755000.pdf,True,./test/pdf_reports/유진투자증권_고영_250502_1Q25 Review 뇌수술용 로봇 미국행.pdf,
1Q25 Review: 리드프레임 성장 지속,https://finance.naver.comcompany_read.naver?nid=82648&page=4,25.05.02,유진투자증권,해성디에스,195870,https://stock.pstatic.net/stock-research/company/63/20250502_company_22974000.pdf,True,./test/pdf_reports/유진투자증권_해성디에스_250502_1Q25 Review 리드프레임 성장 지속.pdf,
낮은 가동률로 당분간 적자 기조 지속,https://finance.naver.comcompany_read.naver?nid=82647&page=4,25.05.02,키움증권,SK아이이테크놀로지,361610,https://stock.pstatic.net/stock-research/company/39/20250502_company_803706000.pdf,True,./test/pdf_reports/키움증권_SK아이이테크놀로지_250502_낮은 가동률로 당분간 적자 기조 지속.pdf,
반가운 어닝 서프라이즈,https://finance.naver.comcompany_read.naver?nid=82646&page=4,25.05.02,신한투자증권,아모레퍼시픽,090430,,False,,PDF 링크 없음
